,Padj_maxP_GM_BIO_1949634_10x_vs_GM_DMSO,dPSI_GM_BIO_1949634_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_1949634_3x_vs_GM_DMSO,dPSI_GM_BIO_1949634_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2178782_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2178782_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2178782_10x_vs_GM_DMSO,dPSI_GM_BIO_2178782_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2178782_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2178782_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2178782_3x_vs_GM_DMSO,dPSI_GM_BIO_2178782_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2186827_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2186827_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2186827_10x_vs_GM_DMSO,dPSI_GM_BIO_2186827_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2186827_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2186827_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2186827_3x_vs_GM_DMSO,dPSI_GM_BIO_2186827_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196772_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2196772_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2196772_10x_vs_GM_DMSO,dPSI_GM_BIO_2196772_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196772_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2196772_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2196772_3x_vs_GM_DMSO,dPSI_GM_BIO_2196772_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196895_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2196895_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2196895_10x_vs_GM_DMSO,dPSI_GM_BIO_2196895_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196895_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2196895_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2196895_3x_vs_GM_DMSO,dPSI_GM_BIO_2196895_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2197306_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2197306_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2197306_10x_vs_GM_DMSO,dPSI_GM_BIO_2197306_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2197306_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2197306_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2197306_3x_vs_GM_DMSO,dPSI_GM_BIO_2197306_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2199562_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2199562_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2199562_10x_vs_GM_DMSO,dPSI_GM_BIO_2199562_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2199562_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2199562_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2199562_3x_vs_GM_DMSO,dPSI_GM_BIO_2199562_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2201042_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2201042_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2201042_10x_vs_GM_DMSO,dPSI_GM_BIO_2201042_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2201042_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2201042_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2201042_3x_vs_GM_DMSO,dPSI_GM_BIO_2201042_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2204984_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2204984_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2204984_10x_vs_GM_DMSO,dPSI_GM_BIO_2204984_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2204984_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2204984_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2204984_3x_vs_GM_DMSO,dPSI_GM_BIO_2204984_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2206678_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2206678_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2206678_10x_vs_GM_DMSO,dPSI_GM_BIO_2206678_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2206678_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2206678_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2206678_3x_vs_GM_DMSO,dPSI_GM_BIO_2206678_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2207180_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2207180_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2207180_10x_vs_GM_DMSO,dPSI_GM_BIO_2207180_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2207180_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2207180_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2207180_3x_vs_GM_DMSO,dPSI_GM_BIO_2207180_3x_vs_GM_DMSO
DCAF17,NA,NA,NA,NA,1.21784328417945e-05,0.457498172042416,2.57358736190452e-06,0.465978727260397,NA,NA,NA,NA,0.000131994066946832,0.40770603829511,8.64545215362881e-06,0.414361759170543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.81107900383285e-07,0.672153144126421,5.32171982015312e-08,0.67857725337058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.27000488646287e-05,0.364958743390356,1.99775840061775e-05,0.374286382097201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDX42,NA,NA,NA,NA,NA,NA,5.65684423177967e-07,0.358016308282192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.36960107595049e-06,0.279762916434237,6.22114194281721e-07,0.325597362982342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENND1A,0.00286631519446794,0.26303378165052,NA,NA,NA,NA,5.04797283895881e-05,0.533474273050394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018336560188675,0.284142331310151,NA,NA,NA,NA,NA,NA,0.00886668972242705,0.259557893322656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENND5A,0,0.77,NA,NA,NA,NA,0,0.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71692065789752e-06,0.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.722,NA,NA,NA,NA,NA,NA,6.08365193754347e-06,0.539,NA,NA,NA,NA,NA,NA
DHFR,NA,NA,NA,NA,2.35358141489652e-08,0.408579131152509,4.68464319705717e-09,0.432451713233999,NA,NA,NA,NA,2.6910010545809e-08,0.513111468953963,1.20994257900453e-08,0.536850794604171,NA,NA,NA,NA,6.46642193650254e-07,0.525666146361977,2.5573696124805e-07,0.549497810276044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.76877387890041e-06,0.306423261250137,7.81385432610957e-07,0.330184336202086,NA,NA,NA,NA,5.3099787294196e-08,0.625011725429861,3.72011944124398e-08,0.648771781058712,2.01615117285401e-08,0.314071018443011,2.45791463240259e-08,0.318715929075788,5.03148719670098e-06,0.347140373703114,1.51871064691975e-06,0.37092837677844,NA,NA,NA,NA,2.14534079489855e-07,0.546112140683318,1.10610167425154e-07,0.569886332747893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DIAPH3,NA,NA,NA,NA,0.000313437184442904,0.325829735549758,0.967,0.3945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.44455066909088e-06,0.573083843444339,1,0.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,0.4084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DLGAP4,NA,NA,NA,NA,NA,NA,0.000151580657470554,0.491,NA,NA,0.0163669345508923,0.404,NA,NA,0.000249718224152955,0.478,NA,NA,0.0262547840397419,0.386,NA,NA,0.000127240066273547,0.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000519050854823529,0.472,NA,NA,NA,NA,NA,NA,6.14059917892995e-18,0.314112051202442,NA,NA,0.00190282761426646,0.469,NA,NA,0.00215000520417971,0.467,NA,NA,NA,NA,NA,NA,0.0010750910894575,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000313535766216019,0.501,NA,NA,NA,NA,NA,NA,NA,NA
DNAJC27,NA,NA,NA,NA,NA,NA,0.00196567556754047,0.312784252593875,NA,NA,NA,NA,NA,NA,0.00823080617582898,0.26410877171634,NA,NA,NA,NA,NA,NA,0.00444030111534114,0.258032454859693,NA,NA,0.0165746154236031,0.320158939376874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00448733571182311,0.302724845488224,NA,NA,NA,NA,NA,NA,0.00133492087567542,0.300580222112476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00352751063164479,0.411581766647253,0.000183286340328385,0.529833526247519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0148870448639815,0.262825652372335,NA,NA,NA,NA
DNASE1L1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00196231128842837,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNM2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0202231107707783,0.502544108840155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DPH1,NA,NA,NA,NA,0.000689726368110439,0.254136313438591,3.09503297773254e-06,0.409170984716591,NA,NA,NA,NA,0.00190198541461379,0.264776522213896,4.12898421147362e-06,0.436638906490885,NA,NA,NA,NA,7.72639866156832e-06,0.260896044176422,5.1099035817468e-10,0.440709650705615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26547281930762e-06,0.295530178563847,NA,NA,NA,NA,3.68682342031594e-09,0.400920610555261,6.55247745948704e-13,0.58466287505145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37647308273142e-05,0.381892708952486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRG2,0.00148826641675617,0.304,NA,NA,NA,NA,5.10536385300216e-05,0.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.59662916295694e-05,0.429,NA,NA,NA,NA,NA,NA,NA,NA
DUS4L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00385962922736734,0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DYRK1A,NA,NA,NA,NA,NA,NA,0.00159093409304741,0.330080831941138,NA,NA,NA,NA,NA,NA,0.9513,0.4555,NA,NA,NA,NA,NA,NA,0.9199,0.4483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9994,0.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DZIP1L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0342172031759456,0.28798810507305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EIF4A1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00544205760173878,0.310873641792502,0.0418994964942073,0.300752777799051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELF2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00231960101032454,0.258840183541741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00626881050556379,0.263346081857543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELMO2,NA,NA,NA,NA,NA,NA,0,0.35,NA,NA,NA,NA,NA,NA,5.03834011548487e-12,0.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELMOD3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000372334239933007,0.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELOVL6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00338916766099032,0.304096278663909,0.00171903790850764,0.312399227973414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELP5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0170814338527297,0.330210114384858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EME2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00736922345310839,0.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMSY,NA,NA,NA,NA,NA,NA,7.4768683803376e-05,0.414602199801735,NA,NA,NA,NA,0.00127348697733494,0.351111300298575,1.01324006035563e-06,0.510927763290033,NA,NA,NA,NA,0.00396112793130882,0.330289022729288,2.49131802989338e-06,0.490313682656602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000219157185313598,0.518208329339622,1.66958402338456e-06,0.679106655442608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00296708060473117,0.484058839724993,2.772029162284e-05,0.646999772925747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENAH,NA,NA,NA,NA,NA,NA,1,0.4942,NA,NA,NA,NA,0.9997,0.4195,1,0.572,NA,NA,0.9138,0.3512,0.9908,0.4021,1,0.5523,NA,NA,0.9216,0.3644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999,0.4371,NA,NA,NA,NA,1,0.4582,1,0.6281,NA,NA,0.9989,0.4213,NA,NA,0.9998,0.4247,NA,NA,NA,NA,0.9998,0.4325,1,0.5948,0.9792,0.3818,1,0.4736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9149,0.3569,NA,NA,NA,NA
ENOX1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.997,0.4639,0.9983,0.4634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ERGIC3,NA,NA,NA,NA,0,0.608,0,0.925,1.31835318078629e-13,0.342487123827298,2.20488079822121e-13,0.342488152683011,0,0.609,0,0.614,8.74300512361189e-13,0.372566865570877,1.21976358170325e-12,0.372812789464068,0,0.612,0,0.617,1.51732664231929e-12,0.336251527615203,2.8811643675433e-10,0.334835940369285,NA,NA,NA,NA,NA,NA,NA,NA,0,0.521,0,0.527,NA,NA,NA,NA,0,0.661,0,0.666,0,0.427,0,0.429,0,0.497,0,0.503,NA,NA,NA,NA,0,0.463,0,0.468,3.35799274409986e-16,0.314478806292765,3.11504082988418e-16,0.315313905403683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ERRFI1,NA,NA,NA,NA,1,0.8179,1,0.8081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9562,0.4815,0.928,0.4751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.7768,1,0.7627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EVC,NA,NA,NA,NA,4.22418600453599e-08,0.697090081579306,1.17744170659828e-08,0.77252870214723,9.39348369255255e-06,0.262613416959107,1.0733880655835e-06,0.286993526443728,1.3546630987601e-07,0.662843172340653,3.79174032426428e-08,0.738443541128818,NA,NA,NA,NA,6.36474254142797e-07,0.672773760460324,1.44973067176072e-07,0.748358366455662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78729102488398e-06,0.457387706184878,5.90485384924345e-08,0.531929391618919,NA,NA,NA,NA,1.09709224053661e-08,0.816198488153943,1.15155098332495e-08,0.891839711320226,1.87948348890339e-07,0.455849773851276,1.22702178620073e-07,0.480243861899789,2.63357811300142e-06,0.477713995564373,1.93523950825027e-07,0.552718356906668,NA,NA,NA,NA,5.56158095759105e-08,0.63894486157911,1.20457458507031e-08,0.713174336926097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EWSR1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXOC6B,NA,NA,NA,NA,0,0.681,0,0.708,5.24113096966765e-05,0.390681658283799,0,0.307,0,0.563,0,0.59,NA,NA,0.0112203147485493,0.263547767210866,0,0.532,0,0.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.383,0,0.409,NA,NA,NA,NA,0,0.775,0,0.802,0,0.346,0,0.362,0,0.556,0,0.582,0.00292130980974435,0.267244932881632,0.00387106049239733,0.322480666197698,1.05482570762506e-05,0.3107953780671,0.000398518120680109,0.394201668177252,NA,NA,NA,NA,2.78736778991291e-05,0.308647900411901,0.00132324849285241,0.383457037419683,NA,NA,0.0152639513514411,0.273553263236141,NA,NA,0.00706262311134722,0.268836399616002,NA,NA,NA,NA
FAAP20,NA,NA,NA,NA,0,0.438,0,0.582,5.50638195171263e-11,0.31,0,0.379,0,0.314,0,0.451,NA,NA,2.42735867770159e-10,0.304,0,0.306,0,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.391,NA,NA,NA,NA,0,0.44,0,0.571,0,0.302,0,0.351,NA,NA,0,0.457,NA,NA,NA,NA,NA,NA,0,0.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM135A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0226987828325203,0.300947874748115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM162A,0.000225158423338047,0.316042385012033,NA,NA,NA,NA,0,0.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000440066122641994,0.298905051243953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000349857025604189,0.283446557807376,NA,NA,NA,NA,NA,NA,0.000106154452963629,0.316544855725826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM174A,0.00575012754583242,0.302543099531048,NA,NA,NA,NA,0,0.367,NA,NA,0.000122975829978432,0.296666276862955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.20202561727148e-06,0.42626175712541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000853317595561689,0.256833460420405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM3A,NA,NA,NA,NA,NA,NA,0.923,0.4386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9368,0.4377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9929,0.5385,0.9901,0.5691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM86EP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100572394361351,0.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
