,Padj_maxP_SH_BIO_1949634_10x_vs_SH_DMSO,dPSI_SH_BIO_1949634_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_1949634_3x_vs_SH_DMSO,dPSI_SH_BIO_1949634_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2178782_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2178782_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2178782_10x_vs_SH_DMSO,dPSI_SH_BIO_2178782_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2178782_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2178782_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2178782_3x_vs_SH_DMSO,dPSI_SH_BIO_2178782_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2196772_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2196772_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2196772_10x_vs_SH_DMSO,dPSI_SH_BIO_2196772_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2196772_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2196772_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2196772_3x_vs_SH_DMSO,dPSI_SH_BIO_2196772_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2196895_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2196895_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2196895_10x_vs_SH_DMSO,dPSI_SH_BIO_2196895_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2196895_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2196895_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2196895_3x_vs_SH_DMSO,dPSI_SH_BIO_2196895_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2197306_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2197306_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2197306_10x_vs_SH_DMSO,dPSI_SH_BIO_2197306_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2197306_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2197306_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2197306_3x_vs_SH_DMSO,dPSI_SH_BIO_2197306_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2199562_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2199562_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2199562_10x_vs_SH_DMSO,dPSI_SH_BIO_2199562_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2199562_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2199562_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2199562_3x_vs_SH_DMSO,dPSI_SH_BIO_2199562_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2204984_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2204984_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2204984_10x_vs_SH_DMSO,dPSI_SH_BIO_2204984_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2204984_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2204984_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2204984_3x_vs_SH_DMSO,dPSI_SH_BIO_2204984_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2207180_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2207180_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2207180_10x_vs_SH_DMSO,dPSI_SH_BIO_2207180_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2207180_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2207180_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2207180_3x_vs_SH_DMSO,dPSI_SH_BIO_2207180_3x_vs_SH_DMSO
PTPN5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0123995896726448,0.675,0.000318146145923753,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTPRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0212550902978877,0.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTPRD,NA,NA,NA,NA,NA,NA,NA,NA,0.00018761277098674,0.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00111148063800911,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00156929921155574,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTPRE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000470277281972073,0.309,NA,NA,NA,NA,NA,NA,2.05295383912122e-05,0.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTPRG.AS1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0327407473050613,0.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTPRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0330259600525144,-0.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0229494642372559,-0.335,NA,NA,NA,NA,NA,NA,0.0371320797992518,-0.334,NA,NA,NA,NA,NA,NA,0.0180989772191169,-0.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTPRN2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0236855981393243,0.327716648063212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTPRVP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0136808437369514,0.334,NA,NA
PUF60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012666338277751,-0.331,NA,NA,NA,NA
PUM1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00484847970919524,0.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUS10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0127483266147912,0.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PVT1,NA,NA,NA,NA,NA,NA,NA,NA,0.0235113821616409,0.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0355521454064209,-0.323,NA,NA,NA,NA,NA,NA,0.000554451921724491,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PXK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0169240787103997,0.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PXN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000357230155127037,-0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000279809501066535,-0.513,NA,NA,NA,NA
PXYLP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00860689847733289,0.378,0.00818711934315635,0.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QARS1,NA,NA,NA,NA,NA,NA,0.01118899198908,-0.458,NA,NA,0.00843800675379515,-0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00220148981326192,-0.445,NA,NA,0.00260326719358158,-0.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00874001051278311,-0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0449670922714187,-0.484,0.0174451920923035,-0.54,NA,NA,NA,NA
R3HDM1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0484139936124932,0.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAB14,NA,NA,0.0357622937666627,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00570688675763816,-0.329,NA,NA,NA,NA,NA,NA,0.0321850607428872,-0.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00494077959411932,-0.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAB15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00310076867322694,0.447,NA,NA,0.0388636464632255,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAB27A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000333097542557996,0.448,0.00676981770041151,0.395,NA,NA,NA,NA,0.000303856073886216,0.463,0.00345499387854278,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAB28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83869861546245e-05,0.321,0.000121639080540999,0.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00620196224413728,0.318,1.3081954029973e-05,0.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAB29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000630890834185287,-0.371,NA,NA,0.0204593717773706,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAB2B,NA,NA,NA,NA,0.000203262872032002,-0.334118497824727,4.59665816967984e-07,0.258190226289449,NA,NA,NA,NA,5.35796009774434e-16,-0.280441694333544,1.33064880920459e-15,0.461546217888006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28436939720403e-08,-0.304499099742079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAB30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00754789046416228,-0.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RABGAP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.86855992787092e-05,-0.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RABL2A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00627916711275925,0.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAD51C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00160373698109129,0.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAD51D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36117997580926e-05,0.477,3.24391839097968e-05,0.446,NA,NA,NA,NA,NA,NA,NA,NA,0.00456937595722884,-0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0364198623725228,0.444,0.0274999220896449,0.413,0.0156066662925792,-0.3,NA,NA,NA,NA,NA,NA
RAD52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0175389767496736,0.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0276601809499579,0.382,NA,NA,NA,NA,NA,NA,0.0257670516804185,0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021705560760222,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAF1,NA,NA,NA,NA,0.00655043054061032,-0.329788478448364,0,-0.307,NA,NA,NA,NA,1.13789392796636e-08,-0.281830076108063,5.17482558968818e-11,-0.406038906874898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97853645130237e-10,-0.286853935275692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RALY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000485174700110289,0.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RANBP10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00316573196237038,0.428,NA,NA,NA,NA,NA,NA,0.0053070592537067,0.356,NA,NA,0.000198030286903602,-0.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RANBP3,NA,NA,NA,NA,NA,NA,NA,NA,0.0257009204392413,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0367744096608318,-0.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0397015719806648,0.438,NA,NA
RAP1A,1.36823431538912e-07,-0.343,NA,NA,NA,NA,0,-0.405,NA,NA,6.10749284479311e-10,-0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAP1B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.23161783160728e-05,0.552,2.40483431705335e-06,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0282995550562526,0.359,0.0316538000681823,0.567
RAP1GAP,0.000262077308215438,-0.434,0.00429501328238082,-0.44,NA,NA,0.0299092071330329,-0.43,NA,NA,NA,NA,NA,NA,0.000419374180667767,-0.599,0.00428049322087826,0.459,NA,NA,NA,NA,0.000158202869032313,-0.502,NA,NA,NA,NA,0.000217431077218446,0.538,NA,NA,NA,NA,0.00358259057805597,-0.499,NA,NA,0.0307318944123316,-0.44,NA,NA,NA,NA,2.64268948926089e-06,0.762,0.00528920900005317,-0.349,NA,NA,NA,NA,0.000152896526415386,0.625,NA,NA,0.0349917043895806,0.312,NA,NA
RAP2C.AS1,NA,NA,NA,NA,1.03123679044787e-05,0.412,3.56396180570799e-06,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAPGEF1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00099658210754785,0.446,NA,NA,NA,NA,NA,NA,0.0368805933691114,0.331,NA,NA,NA,NA,NA,NA,0.03090190952267,0.445,NA,NA,NA,NA,NA,NA
RAPGEF3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6176963070386e-05,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAPGEFL1,NA,NA,NA,NA,NA,NA,5.72023402693773e-05,0.541,NA,NA,0.0108595519146325,0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00456903663992705,0.454,NA,NA,0.000373841697355665,0.497,NA,NA,3.57560519091458e-06,0.445,NA,NA,0.00123206910777516,0.374,0.038214176638773,0.427,0.000823995990099423,0.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RARG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00205489013067229,-0.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00108210733055229,-0.361,NA,NA
RASA4,NA,NA,0.0273059274691295,-0.521,NA,NA,NA,NA,0.0185909632969617,0.563,0.0123078829263339,-0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RASA4CP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00743186934969929,0.446,NA,NA,0.000325422119357418,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RASAL2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000101590098049472,0.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RASGRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.66863515028653e-06,0.512,NA,NA,NA,NA,NA,NA
RASGRP2,NA,NA,NA,NA,0.000342105171199345,0.414,NA,NA,NA,NA,NA,NA,NA,NA,0.014930227970769,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0267890621462587,-0.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0114656676952043,-0.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RASSF7,NA,NA,NA,NA,0.0462505777935701,-0.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0182563212012636,-0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RBBP8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41494757067984e-08,-0.266193734308343,8.35186609923447e-10,-0.269997861801114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RBFOX3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0352407760209387,0.349,0.00686313381266796,-0.417,0.00302741083053575,-0.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RBL1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000282618703662529,-0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00175734323779485,-0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RBM23,NA,NA,NA,NA,NA,NA,0,0.866,NA,NA,NA,NA,0.000656062356464844,0.46,8.68469874131433e-14,0.751,NA,NA,4.0735688447962e-05,0.451,NA,NA,0.0217719278432463,0.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0467312668773892,0.387,NA,NA,0.0368435113946473,-0.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17603134301618e-10,0.833,NA,NA,NA,NA
RBM26.AS1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0468135009563984,-0.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00938412178421243,-0.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RBM8A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0407253262882347,0.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RBMS3.AS2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00741947613644127,-0.33,NA,NA,NA,NA,NA,NA,0.000741722693908362,-0.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000951727444680031,-0.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0103890330482052,-0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC1,NA,NA,NA,NA,NA,NA,2.78773443323682e-18,-0.267496254869175,NA,NA,NA,NA,0.00659939909829745,0.308,9.66003959961318e-36,-0.280840051912306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999,-0.4035,NA,NA,NA,NA,NA,NA,2.8178219322321e-34,-0.259945562379212,NA,NA,0.9192,-0.3677,NA,NA,0.9976,-0.4116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCOR3,NA,NA,NA,NA,0.9977,0.4563,0.9985,0.4672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RELA.DT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0186344778493037,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00093622710086395,-0.431,0.00306431363269471,-0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
