,U1-mut1-100-CHX_vs_DMSO,U1-mut1-100-CHX_vs_DMSO-CHX,U1-mut1-100-CHX_vs_mut1-100,U1-mut1-100-EtOH_vs_DMSO,U1-mut1-100-CHX_vs_WT_EtOH,U1-mut1-100-CHX_vs_WT_CHX,U1-mut1-100-EtOH_vs_WT_EtOH,U1-mut1-500-CHX_vs_DMSO,U1-mut1-500-CHX_vs_DMSO-CHX,U1-mut1-500-CHX_vs_mut1-500,U1-mut1-500-EtOH_vs_DMSO,U1-mut1-500-CHX_vs_WT_EtOH,U1-mut1-500-CHX_vs_WT_CHX,U1-mut1-500-EtOH_vs_WT_EtOH
AC007923.1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
LRRC37B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RHBDL3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MYO1D,1,0,0,0,0,0,0,1,0,0,0,1,0,0
TMEM98,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TLK2P1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ZNF830,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RAD51D,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NLE1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
SLFN14,0,0,0,0,0,0,0,1,0,0,1,1,0,0
PEX12,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC015849.5,0,0,0,0,1,0,0,0,1,0,1,0,0,0
LRRC37A9P,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TBC1D3B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC233699.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GGNBP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MRM1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC243830.2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
TADA2A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SYNRG,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TBC1D3L,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TBC1D3D,1,0,0,0,0,0,0,1,0,0,0,0,0,0
AC233968.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NPEPPSP1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SOCS7,1,0,1,0,1,0,0,1,1,1,0,1,0,0
EPOP,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PSMB3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
CWC25,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RPL23,0,0,1,0,1,0,0,0,0,0,0,0,0,0
LASP1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
RDM1P5,0,0,1,0,1,0,0,0,0,1,0,0,0,0
AC091178.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CACNB1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RPL19,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AC009283.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC087491.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
TCAP,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ERBB2,1,0,1,0,1,0,0,1,0,0,0,1,0,0
GRB7,0,0,0,0,0,0,0,1,0,0,0,1,0,0
THRA,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RAPGEFL1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
CDC6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RARA.AS1,1,0,1,0,1,0,0,0,0,1,0,1,0,0
TOP2A,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC073508.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ACLY,0,0,0,0,0,0,0,1,0,0,0,1,0,0
TTC25,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF385C,1,0,1,0,1,0,0,0,0,1,0,1,0,0
DHX58,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAVIN1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ATP6V0A1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NAGLU,1,0,1,0,1,0,0,0,0,1,0,0,0,0
AC067852.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PSMC3IP,1,0,1,0,1,0,0,0,0,1,0,0,0,0
TUBG2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC100793.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
CNTNAP1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
WNK4,1,0,1,0,1,0,0,1,0,0,1,1,0,1
CNTD1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
AOC2,1,0,1,0,1,0,0,1,0,0,1,1,0,1
AOC3,0,0,0,0,0,0,0,1,1,0,1,1,1,1
AARSD1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
PTGES3L.AARSD1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
PTGES3L,1,0,0,0,0,0,0,1,0,0,1,0,0,0
RUNDC1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
RPL27,0,0,1,0,1,0,0,0,0,0,0,0,0,0
VAT1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
NBR2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ARL4D,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MPP3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NAGS,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TMEM101,1,0,0,0,1,0,0,1,0,1,0,1,0,0
G6PC3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HROB,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC003102.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GRN,1,0,1,0,1,0,0,0,0,1,0,0,0,0
GPATCH8,1,0,1,0,1,0,0,0,0,0,0,0,0,0
FZD2,1,0,1,0,1,0,0,1,0,0,0,0,0,0
DBF4B,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC005180.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GJC1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM187A,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KIF18B,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C1QL1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
PLCD3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MAP3K14,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ARHGAP27,0,0,0,0,0,0,0,1,0,0,0,1,0,0
LRRC37A4P,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC091132.4,1,0,1,0,1,0,0,1,0,0,0,1,0,0
MAPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KANSL1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
LRRC37A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NSFP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LRRC37A2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LRRC37A17P,1,0,1,0,1,0,0,1,0,1,0,0,0,0
AC002558.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ITGB3,1,0,1,0,1,0,0,1,0,0,0,1,0,0
MRPL45P2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TBKBP1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TBX21,1,0,1,0,1,0,0,1,0,1,0,1,0,0
OSBPL7,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC018521.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SP2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC004477.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNX11,1,0,0,0,0,0,0,1,0,0,0,1,0,0
HOXB2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HOXB3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HOXB.AS3,1,0,1,0,1,0,0,1,0,0,0,1,0,0
HOXB4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC103702.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
HOXB6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ATP5MC1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AC091133.5,0,0,0,0,0,0,0,1,0,1,0,1,0,0
B4GALNT2,1,1,0,0,1,1,1,1,1,0,1,1,1,1
ZNF652,1,0,1,0,0,0,0,1,0,1,0,1,0,0
AC091180.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KAT7,1,0,1,0,1,0,0,1,0,0,0,1,0,0
COL1A1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
EME1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NME2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AC007485.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HLF,1,0,1,0,1,0,0,0,0,1,0,1,0,0
ANKFN1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NOG,1,0,1,0,1,0,0,1,1,1,0,1,0,0
DGKE,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TRIM25,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SCPEP1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
AC091181.2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
MSI2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AC015813.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AC015813.5,1,0,0,0,0,0,0,1,0,0,0,1,0,0
MSX2P1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AC004687.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
RNF43,1,0,1,0,1,0,0,1,0,1,0,0,0,0
TEX14,1,0,1,0,1,0,0,1,1,1,1,1,1,1
PRR11,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC099850.3,1,0,1,0,1,0,0,1,0,0,0,1,0,0
SMG8,1,0,1,0,1,0,0,1,0,0,0,1,0,0
YPEL2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AC091271.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
PTRH2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC005702.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TBC1D3P1.DHX40P1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HEATR6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PPM1D,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TBX2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TBX4,1,0,0,0,0,0,0,1,0,0,0,0,0,0
BRIP1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
MED13,0,0,0,0,1,0,0,0,0,0,0,1,0,0
AC018628.2,0,0,1,0,0,0,0,0,1,0,0,0,1,0
METTL2A,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TLK2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MARCHF10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005972.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TANC2,1,0,1,0,1,0,0,0,0,1,0,1,0,0
ACE,0,0,1,0,0,0,0,0,0,1,0,1,0,0
DCAF7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX42,1,0,1,0,1,0,0,0,0,1,0,0,0,0
TCAM1P,1,0,1,0,0,0,0,1,0,0,0,1,0,0
SCN4A,0,0,0,0,0,0,0,0,0,0,1,0,0,0
POLG2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CEP95,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SMURF2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP27P1.BPTFP1.KPNA2P3,1,0,1,0,1,0,0,1,0,0,0,1,0,0
KPNA2P3,1,0,1,0,1,0,0,1,0,0,0,1,0,0
BPTFP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PLEKHM1P1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LRRC37A3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC103810.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AXIN2,1,0,1,0,1,0,0,0,0,1,0,0,0,0
PRKCA,1,0,0,0,0,0,0,1,0,0,0,1,0,0
CACNG4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AC005332.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SLC16A6,1,0,0,0,1,0,0,1,0,0,0,1,0,0
ABCA10,0,0,0,0,0,0,0,0,0,0,1,0,1,1
MAP2K6,1,0,0,0,0,0,0,1,0,0,0,1,0,0
AC015920.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KCNJ2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
LINC00511,1,0,1,0,1,0,0,1,0,1,0,1,0,0
COG1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
C17orf80,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RPL38,0,0,1,0,1,0,0,0,0,0,0,0,0,0
TTYH2,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NAT9,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ATP5PD,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ARMC7,1,0,0,0,1,0,0,1,0,0,0,1,0,0
NT5C,1,0,1,0,0,0,0,1,0,0,0,0,0,0
AC022211.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GGA3,1,0,1,0,1,0,0,0,0,1,0,1,0,0
RECQL5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SAP30BP,1,0,1,0,1,0,0,1,0,1,0,1,0,0
UNK,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC087289.3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FBF1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ACOX1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CDK3,1,0,1,0,1,0,0,1,0,0,0,1,0,0
SPHK1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PRCD,0,0,0,0,0,0,0,1,0,0,1,1,0,0
SNHG16,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ST6GALNAC2,0,0,0,0,0,0,0,0,0,1,1,0,0,0
AC005837.1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
MXRA7,0,0,1,0,1,0,0,0,0,0,0,1,0,0
JMJD6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SNHG20,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TNRC6C,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TNRC6C.AS1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TMC8,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SOCS3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PGS1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
DNAH17,1,0,0,0,0,0,0,1,1,0,1,1,0,0
USP36,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TIMP2,1,0,1,0,1,0,0,0,0,0,0,1,0,0
LGALS3BP,0,0,1,0,1,0,0,0,0,0,0,0,0,0
LINC01977,0,0,0,0,1,0,0,1,0,1,0,1,0,0
TBC1D16,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CCDC40,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SGSH,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SLC26A11,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RNF213,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RNF213.AS1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
RPTOR,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC127496.7,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BAIAP2.DT,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TEPSIN,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC027601.6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC110285.2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
BAHCC1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC110285.6,1,0,0,0,1,0,0,0,0,1,0,0,0,0
ACTG1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
PDE6G,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCDC137,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MCRIP1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P4HB,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ANAPC11,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NPB,0,0,1,0,1,0,0,1,0,0,0,1,0,0
SIRT7,1,0,1,0,1,0,0,1,0,0,0,1,0,0
MAFG,1,0,1,0,1,0,0,0,1,0,1,0,1,0
PYCR1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
NOTUM,0,0,0,0,0,0,0,1,0,0,0,1,0,0
FASN,0,0,1,0,0,0,0,0,0,0,0,1,0,0
CCDC57,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CSNK1D,1,0,0,0,1,0,0,1,0,0,1,1,0,0
AC132872.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC132872.1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
TEX19,0,0,0,0,0,0,0,1,1,0,1,1,1,1
UTS2R,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC124283.3,0,0,0,0,0,0,0,0,0,1,1,0,0,0
RAB40B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TBCD,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AC144831.1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
RPL23AP87,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ROCK1P1,1,0,1,0,1,0,0,1,0,1,1,1,0,1
THOC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CLUL1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ENOSF1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
EMILIN2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AP000919.3,1,0,0,0,1,0,0,1,0,0,0,0,0,0
LINC00526,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZBTB14,1,0,1,0,1,0,0,1,0,1,0,1,0,0
L3MBTL4,0,0,1,0,1,0,0,0,0,1,0,0,0,0
RPL6P27,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LAMA1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GACAT2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TWSG1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
RAB31,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AP001099.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GNAL,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TUBB6,1,0,1,0,1,0,0,0,0,1,0,1,0,0
PRELID3A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AP001029.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CEP76,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AP005482.4,1,0,1,0,1,0,0,0,0,0,0,0,0,0
CEP192,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ANKRD20A5P,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RHOT1P1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AP005212.4,1,0,1,0,1,0,0,0,0,0,0,0,0,0
GREB1L,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GATA6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC091588.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RIOK3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LAMA3,1,0,1,0,1,0,0,0,0,1,0,1,0,0
IMPACT,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HRH4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LINC01543,1,0,0,0,1,0,0,0,0,0,0,0,0,0
DSC3,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DSC2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DSG3,0,0,0,0,0,0,0,0,0,1,0,1,0,0
DSG2,1,0,1,0,0,0,0,1,0,0,0,0,0,0
B4GALT6,1,0,1,0,1,0,0,1,0,1,1,1,0,0
AC017100.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AC022960.2,0,0,0,0,0,0,0,1,1,0,0,1,0,0
MEP1B,0,0,0,0,0,0,0,1,0,0,0,1,0,0
HNRNPA1P7,0,0,0,0,0,0,0,0,0,1,0,1,0,0
KLHL14,1,0,1,0,1,0,0,0,0,1,0,0,0,0
ASXL3,1,0,1,0,1,0,0,0,0,0,0,0,0,0
NOL4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF396,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GALNT1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
C18orf21,1,0,0,0,0,0,0,1,0,0,0,0,0,0
RPRD1A,1,0,0,0,0,0,0,1,0,0,0,1,0,0
SLC39A6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC023043.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AC023043.4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
KIAA1328,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AC015961.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
MIR924HG,1,0,1,0,1,0,0,0,0,1,0,0,0,0
LINC00907,0,0,0,0,1,0,0,1,0,0,0,1,0,0
SYT4,1,0,1,0,1,0,0,1,0,0,0,0,0,0
SETBP1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
EPG5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ATP5F1A,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C18orf25,0,0,0,0,1,0,0,1,0,0,0,1,0,0
RNF165,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ST8SIA5,0,0,0,0,0,0,0,1,0,0,0,1,0,0
KATNAL2,0,0,0,0,1,0,0,1,1,0,1,1,1,1
CTIF,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SMAD7,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DYM,0,0,0,0,0,0,0,1,0,0,0,1,0,0
RPL17,0,0,1,0,1,0,0,0,0,0,0,0,0,0
LIPG,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ACAA2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CFAP53,1,0,1,0,1,0,0,0,0,0,0,0,0,0
AC090246.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ELAC1,1,0,1,0,1,0,0,0,0,1,0,1,0,0
AC091551.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
POLI,1,0,1,0,1,0,0,0,0,1,0,1,0,0
RAB27B,0,0,0,0,0,0,0,1,0,0,0,1,0,0
TCF4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AC022031.2,1,0,0,0,1,0,0,0,0,1,0,1,0,0
LINC01416,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ATP8B1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
ALPK2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PMAIP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KDSR,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CDH7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AC022968.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RTTN,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TIMM21,1,0,1,0,1,0,0,0,0,1,0,1,0,0
CYB5A,0,0,1,0,1,0,0,0,0,0,0,1,0,0
CNDP1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
LINC00909,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF407,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ZNF516,1,0,1,0,0,0,0,1,0,0,0,0,0,0
AC018413.1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
MBP,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ATP9B,0,0,1,0,1,0,0,0,0,1,0,1,0,0
AC125437.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NFATC1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
AC018445.3,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AC090360.1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
RBFADN,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PARD6G,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LINC01002,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC010507.2,1,0,1,0,0,0,0,0,0,0,0,1,0,0
MIER2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
C2CD4C,1,0,1,0,1,0,0,1,0,0,0,0,0,0
TPGS1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
BSG,1,0,1,0,1,0,0,0,0,0,0,1,0,0
MISP,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CFD,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARID3A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CNN2,0,0,1,0,1,0,0,0,1,0,0,0,0,0
ABCA7,1,0,1,0,1,0,0,0,0,0,0,0,0,0
GPX4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
CBARP,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ATP5F1D,0,0,1,0,1,0,0,0,0,0,0,0,0,0
MIDN,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CIRBP.AS1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
EFNA2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC005329.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
GAMT,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RPS15,0,0,1,0,1,0,0,0,0,0,0,0,0,0
APC2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PCSK4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
REEP6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PLK5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MEX3D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TCF3,0,0,1,0,1,0,0,0,0,1,0,1,0,0
ATP8B3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ADAT3,1,0,0,0,0,0,0,1,0,0,0,0,0,0
MKNK2,0,0,1,0,1,0,0,0,0,1,0,0,0,0
AMH,0,0,0,0,0,0,0,0,0,0,1,1,0,1
JSRP1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OAZ1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LMNB2,1,0,1,0,1,0,0,1,0,0,0,1,0,0
GADD45B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GNG7,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC006538.1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
ZNF554,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF555,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF57,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC119403.1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
ZNF77,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GNA15,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CELF5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DOHH,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GIPC3,0,0,0,0,0,0,0,0,1,0,1,0,0,0
CACTIN,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MATK,0,0,1,0,1,0,0,0,0,0,0,0,0,0
